"1","Cuota","Cuota trimestral en función de la base imponible","30"
"2","Cuota","Cuota trimestral en función de la base imponible","30"
"3","Cuota","Cuota trimestral en función de la base imponible","30"
"4","Cuota","Cuota trimestral en función de la base imponible","30"
"5","Cuota","Cuota trimestral en función de la base imponible","30"
"6","Cuota","Cuota trimestral en función de la base imponible","30"
"7","Cuota","Cuota trimestral en función de la base imponible","30"
"8","Cuota","Cuota trimestral en función de la base imponible","30"
"9","Cuota","Cuota trimestral en función de la base imponible","30"
"10","Cuota","Cuota trimestral en función de la base imponible","30"
"11","Cuota","Cuota trimestral en función de la base imponible","30"
"12","Cuota","Cuota trimestral en función de la base imponible","30"
"13","Cuota","Cuota trimestral en función de la base imponible","30"
"14","Cuota","Cuota trimestral en función de la base imponible","30"
"15","Cuota","Cuota trimestral en función de la base imponible","30"
"16","Cuota","Cuota trimestral en función de la base imponible","30"
"17","Cuota","Cuota trimestral en función de la base imponible","30"
"18","Cuota","Cuota trimestral en función de la base imponible","30"
"19","Cuota","Cuota trimestral en función de la base imponible","30"
"20","Cuota","Cuota trimestral en función de la base imponible","30"
"21","Cuota","Cuota trimestral en función de la base imponible","30"
"22","Cuota","Cuota trimestral en función de la base imponible","30"
"23","Cuota","Cuota trimestral en función de la base imponible","30"
"24","Cuota","Cuota trimestral en función de la base imponible","30"
"25","Cuota","Cuota trimestral en función de la base imponible","30"
"32","IVA 0",,"33"
"33","IVA 4",,"33"
"34","IVA 10",,"33"
"35","IVA 21",,"33"
